Name,Year Drafted,GP,MIN,PTS,FGM,FGA,3P Made,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,Last 5 Years?
Kenny Fields,1984,51,10.5,3.8,1.6,3.7,0,0,0.5,0.7,0.8,0.8,1.6,0.7,0.2,0.2,0.6,0
Cory Blackwell,1984,60,9.2,3.4,1.5,4,0,0,0.5,0.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0
Peter Thibeaux,1984,51,9,4.5,1.8,3.8,0,0,0.8,1.3,0.6,0.8,1.4,0.3,0.2,0.3,0.7,0
Steve Burtt,1984,47,8.9,4.2,1.5,4,0,0,1.1,1.6,0.2,0.4,0.6,0.4,0.5,0.1,0.7,0
Charlie Sitton,1984,43,7.1,2.1,0.9,2.2,0,0,0.3,0.6,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0
Tom Scheffler,1984,39,6.9,1.3,0.5,1.3,0,0,0.3,0.5,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0
Willie White,1984,39,6,3.3,1.3,3.2,0.1,0.3,0.5,0.8,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0
Vern Fleming,1984,80,31.1,14.1,5.4,11.5,0,0.1,3.3,4.2,1.9,2.2,4,3.1,1.2,0.1,2.5,1
Sam Bowie,1984,76,29.2,10,3.9,7.3,0,0,2.1,3,2.7,5.9,8.6,2.8,0.7,2.7,2.3,1
Sam Perkins,1984,82,28.3,11,4.2,9,0.1,0.4,2.4,3,2.3,5.1,7.4,1.6,0.8,0.8,1.2,1
Jay Humphries,1984,80,25.8,8.8,3.5,7.8,0.1,0.3,1.8,2.1,0.4,1.7,2.1,4.4,1.3,0.1,2.1,1
Otis Thorpe,1984,82,23.4,12.8,5,8.4,0,0,2.8,4.5,2.3,4.5,6.8,1.4,0.4,0.5,2.3,1
Kevin Willis,1984,82,21.8,9.3,3.9,8.4,0,0.1,1.5,2.2,2.2,4.2,6.4,0.4,0.4,0.6,1.3,1
Michael Cage,1984,75,21.5,7.1,2.9,5.3,0,0,1.3,1.8,1.7,3.5,5.2,0.7,0.6,0.4,1.1,1
Alvin Robertson,1984,79,21.3,9.2,3.8,7.6,0.1,0.1,1.6,2.1,1.5,1.9,3.4,3.5,1.6,0.3,2.1,1
Tim McCormick,1984,78,20.3,9.3,3.4,6.2,0,0,2.4,3.4,1.9,3.2,5.1,1,0.2,0.4,1.5,1
Charles Jones,1984,78,20.1,8.4,3,5.8,0,0.1,2.3,3.6,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1
Jeff Turner,1984,72,19.8,5.8,2.4,5.2,0,0,1.1,1.3,1.2,1.8,3,1.5,0.4,0.1,1.3,1
Tony Brown,1984,82,19.3,6.6,2.6,5.7,0,0.1,1.4,2.1,1.8,1.7,3.5,1.9,0.7,0.1,1.4,1
Antoine Carr,1984,62,19.3,8,3.2,6,0,0.1,1.6,2.1,1.3,2.5,3.7,1.3,0.5,1.3,1.7,1
Steve Colter,1984,78,18.7,7.1,2.8,6.1,0.3,0.9,1.3,1.7,0.5,1.4,1.9,3.1,1,0.1,1.4,1
Ken Bannister,1984,75,18.7,6.8,2.8,5.9,0,0,1.2,2.6,1.4,3,4.4,0.5,0.5,0.5,1.9,1
Ron Anderson,1984,36,14.4,5.8,2.3,5.4,0,0.1,1.1,1.4,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1
Frank Brickowski,1984,78,14.3,4.9,1.9,3.9,0,0.1,1.1,1.6,1,2.4,3.3,1.3,0.4,0.2,1.3,1
Jerome Kersey,1984,77,12.4,6.1,2.3,4.8,0,0,1.5,2.4,1.2,1.4,2.7,0.8,0.6,0.4,0.9,1
Jim Petersen,1984,60,11.9,3.2,1.2,2.4,0,0,0.8,1.1,0.7,1.7,2.5,0.5,0.2,0.5,1.2,1
Tony Campbell,1984,56,11.2,5.6,2.3,4.7,0,0,1,1.3,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1
Bernard Thompson,1984,59,9.1,3.3,1.3,3.6,0,0.1,0.7,0.9,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1
Leon Wood,1984,38,7.1,3.2,1.3,3.5,0.1,0.8,0.5,0.7,0.1,0.4,0.5,1.2,0.2,0,0.7,1
Rick Carlisle,1984,38,4.7,1.8,0.7,1.8,0,0.1,0.4,0.4,0.2,0.3,0.6,0.7,0.1,0,0.5,1
Paul Thompson,1983,82,21.1,9,3.8,8.1,0.1,0.5,1.4,1.8,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0
Rod Foster,1983,80,17.8,8.3,3.3,7.3,0.3,1.1,1.5,1.9,0.5,1,1.5,2.2,0.7,0.1,1.4,0
Jim Thomas,1983,72,16.9,6.3,2.6,5.6,0,0.2,1.1,1.5,0.8,1.3,2.1,1.8,0.8,0.1,1,0
Sidney Lowe,1983,78,15.9,4.2,1.4,3.3,0,0.2,1.4,1.8,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0
Howard Carter,1983,55,12.5,6.2,2.6,5.7,0.1,0.3,0.9,1.1,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0
Dane Suttle,1983,40,11.7,6.5,2.7,5.4,0,0.1,1,1.2,0.5,0.6,1.2,1.2,0.5,0,0.8,0
Scooter McCray,1983,47,11.1,2.7,1,2.6,0,0,0.7,1.1,1,1.5,2.4,0.9,0.2,0.4,0.7,0
Leroy Combs,1983,48,9.3,4.5,1.7,3.4,0,0.1,1.2,1.9,0.4,0.8,1.2,0.8,0.5,0.4,1,0
Larry Micheaux,1983,39,8.5,3.1,1.3,2.3,0,0,0.5,1,1,1.9,2.9,0.5,0.5,0.3,0.5,0
Bruce Kuczenski,1983,15,7.9,1.9,0.7,2.5,0,0,0.5,0.8,0.5,1.1,1.5,0.5,0.1,0.1,1,0
Russell Cross,1983,45,7.9,3.7,1.4,2.5,0,0,0.8,2,0.8,1,1.8,0.5,0.3,0.2,0.4,0
Steve Stipanovich,1983,81,30,12,4.8,10.1,0,0.2,2.3,3,1.4,5.5,6.9,2.1,0.9,0.8,2,1
Ennis Whatley,1983,80,27,8.4,3.3,7,0,0,1.8,2.5,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1
Rodney McCray,1983,79,26.3,10.8,4.2,8.5,0,0.1,2.3,3.2,2.2,3.5,5.7,2.2,0.7,0.7,1.5,1
Mitchell Wiggins,1983,82,25.9,12.4,4.9,10.9,0.1,0.4,2.6,3.5,1.7,2.3,4,2.3,1.3,0.1,1.7,1
Thurl Bailey,1983,81,24.8,8.5,3.7,7.3,0,0,1.1,1.4,1.4,4.3,5.7,1.6,0.5,1.5,1.3,1
Jeff Malone,1983,81,24.4,12.1,5,11.3,0.3,0.9,1.8,2.1,0.7,1.2,1.9,1.9,0.3,0.2,1.4,1
Doc Rivers,1983,81,23.9,9.3,3.1,6.7,0,0.1,3.1,4,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1
Roy Hinson,1983,80,23.2,5.5,2.3,4.6,0,0,0.9,1.5,2.2,4.1,6.2,0.9,0.4,1.8,1.4,1
Byron Scott,1983,74,22.1,10.6,4.5,9.3,0.1,0.5,1.5,1.9,0.7,1.5,2.2,2.4,1.1,0.3,1.6,1
Derek Harper,1983,82,20.9,5.7,2.4,5.5,0,0.3,0.8,1.2,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1
Fred Roberts,1983,79,19.4,7.3,2.7,5.1,0,0.1,1.8,2.2,1.3,2.6,3.8,1.2,0.7,0.5,1.3,1
Jon Sundvold,1983,73,17.6,6.9,3,6.7,0.1,0.5,0.9,1,0.3,0.9,1.2,3.3,0.4,0,1.1,1
Darrell Walker,1983,82,16.1,7.9,2.6,6.3,0,0.2,2.5,3.2,0.9,1.1,2,3.5,1.6,0.2,2.4,1
Dale Ellis,1983,67,15.8,8.2,3.4,7.4,0.2,0.4,1.3,1.8,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1
Darren Daye,1983,75,15.7,6.1,2.4,5.4,0,0.1,1.3,1.8,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1
Randy Wittman,1983,78,13.7,4.5,2.1,4.1,0,0.1,0.4,0.6,0.2,0.7,0.9,0.9,0.2,0,0.4,1
Sidney Green,1983,49,13.6,5.2,2,4.7,0,0,1.1,1.6,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1
Granville Waiters,1983,78,13.3,3.6,1.6,3.1,0,0,0.4,0.7,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1
Sedale Threatt,1983,45,10.3,3.3,1.4,3.3,0,0.2,0.5,0.6,0.4,0.5,0.9,0.9,0.3,0,0.7,1
John Paxson,1983,49,9.3,2.9,1.2,2.8,0.1,0.4,0.3,0.5,0.1,0.6,0.7,3,0.2,0,0.7,1
Randy Breuer,1983,57,8.3,2.9,1.2,3.1,0,0,0.6,0.8,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1
Pace Mannion,1983,57,8.2,2.1,0.9,2.2,0.1,0.2,0.3,0.4,0.4,0.6,1,0.8,0.4,0,0.4,1
Bob Hansen,1983,55,7.6,2.7,1.2,2.6,0,0.1,0.3,0.5,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1
Greg Kite,1983,35,5.6,1.9,0.9,1.9,0,0,0.1,0.5,0.8,1,1.8,0.2,0,0.1,0.6,1
Rob Williams,1982,74,19.5,7,2.6,6.3,0,0.2,1.8,2.4,0.5,1.3,1.8,4.9,1.2,0.2,2.5,0
Jerry Eaves,1982,82,19.4,9.3,3.4,7,0,0.1,2.4,3,0.4,1.1,1.5,2.6,0.6,0,1.9,0
Bill Garnett,1982,75,18.8,6.3,2.3,4.3,0,0,1.7,2.3,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0
Jeff Taylor,1982,44,17.6,3.6,1.5,3.6,0,0,0.7,1,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0
Bryan Warrick,1982,43,16.9,4,1.5,4,0,0.1,1,1.3,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0
Russ Schoene,1982,77,15.9,6.2,2.7,5.6,0,0.1,0.8,1.1,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0
Bruce Flowers,1982,53,13.2,4.9,2.1,3.9,0,0,0.8,1,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0
Corny Thompson,1982,44,11.8,2.8,1,3.1,0,0,0.8,1,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0
Walker Russell,1982,68,11.1,2.7,1,2.7,0,0.3,0.7,0.9,0.3,0.8,1.1,1.9,0.2,0,1.4,0
Dave Batton,1982,54,10.3,3.3,1.6,3.5,0,0.1,0.1,0.3,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0
Darren Tillis,1982,52,10.1,3.2,1.5,3.5,0,0,0.3,0.5,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0
Linton Townes,1982,55,9.4,4.5,1.9,4.3,0.2,0.5,0.5,0.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0
Eddie Phillips,1982,48,8.7,3.2,1.2,2.9,0,0,0.8,1.2,0.6,1,1.6,0.6,0.3,0.2,1,0
Jim Johnstone,1982,23,8.3,1.3,0.5,1.3,0,0,0.4,0.9,0.7,1.3,2,0.5,0.1,0.3,0.7,0
Jose Slaughter,1982,63,8.2,3.6,1.4,3.8,0.1,0.7,0.6,0.9,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0
Rickey Williams,1982,44,7.9,3.3,1.3,3.1,0,0.1,0.8,1.2,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0
Oliver Robinson,1982,35,4.2,2.9,1,2.8,0,0.3,0.9,1.3,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0
Terry Cummings,1982,70,36.2,23.7,9.8,18.7,0,0,4.2,5.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1
Clark Kellogg,1982,81,34.1,20.1,8.4,17.5,0,0.2,3.2,4.3,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1
Quintin Dailey,1982,76,27.4,15.1,6.2,13.3,0.1,0.3,2.7,3.7,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1
Rod Higgins,1982,82,26.8,10.3,3.8,8.5,0.2,0.5,2.5,3.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1
Craig Hodges,1982,76,26.6,9.9,4.2,9.3,0.3,1.2,1.2,1.7,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1
Trent Tucker,1982,78,23.5,8.4,3.8,8.3,0.2,0.4,0.6,0.8,1,1.8,2.8,2.5,0.7,0.1,0.9,1
Terry Teagle,1982,73,23.4,10.4,4.5,10.6,0.1,0.4,1.2,1.7,1,1.6,2.7,2.1,0.7,0.3,1.9,1
Marc Iavaroni,1982,80,20.2,5.1,2,4.4,0,0,1,1.4,1.5,2.7,4.1,1,0.4,0.6,1.7,1
Ed Nealy,1982,82,20,4.4,1.8,3,0,0,0.9,1.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1
Paul Pressey,1982,79,19.3,6.7,2.7,5.9,0,0.1,1.3,2.2,1.1,2.5,3.6,2.6,1.3,0.6,2,1
Lester Conner,1982,75,18.9,4.9,1.9,4,0,0.1,1.1,1.5,0.9,2,2.9,3.4,1.6,0.1,1.3,1
Mark Eaton,1982,81,18.9,4.3,1.8,4.4,0,0,0.7,1.1,1.1,4.6,5.7,1.4,0.3,3.4,1.7,1
Sleepy Floyd,1982,76,16.4,8.1,3,6.9,0.1,0.3,2,2.4,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1
Richard Anderson,1982,78,16.3,5.2,2.2,5.5,0.1,0.2,0.6,0.9,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1
John Bagley,1982,68,14.6,5.7,2.4,5.5,0,0.2,0.9,1.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1
Cliff Levingston,1982,62,14.2,5.6,2.1,4.4,0,0,1.4,2.4,1.7,2.1,3.7,0.8,0.4,0.6,1.2,1
LaSalle Thompson,1982,71,13.9,5.4,2.1,4,0,0,1.3,1.9,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1
David Thirdkill,1982,49,10.6,4,1.5,3.5,0,0.1,0.9,1.6,0.6,0.9,1.5,0.7,0.4,0.1,1,1
Brook Steppe,1982,62,9.8,4,1.4,2.8,0,0.1,1.2,1.6,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1
Rory White,1982,65,9.6,5,2,3.6,0,0,1.1,1.7,0.7,0.9,1.6,0.5,0.3,0,0.8,1
Chris Engler,1982,54,6.8,1.5,0.7,1.7,0,0,0.1,0.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1
Ricky Pierce,1982,39,6.8,2.2,0.8,2.3,0,0.2,0.5,0.8,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1
Mark McNamara,1982,36,5.1,2.2,0.8,1.8,0,0,0.6,1.3,0.9,1.2,2.1,0.2,0.1,0.1,1,1
Scott Hastings,1982,31,4.5,1.2,0.4,1.2,0,0.1,0.4,0.6,0.5,0.8,1.3,0.1,0.2,0,0.3,1
Rudy Macklin,1981,79,19.2,7,2.7,6.1,0,0,1.7,2.2,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0
Jim Brogan,1981,63,16.3,6.3,2.6,5.8,0.1,0.5,1,1.3,1,0.9,1.9,2.5,0.8,0.2,1.3,0
John Douglas,1981,64,16.1,7,2.8,6.1,0.3,0.9,1,1.6,0.4,1,1.4,2.3,0.8,0.1,1.4,0
Kevin Loder,1981,71,16,6.9,2.9,6.3,0,0.2,1.1,1.5,1,1.8,2.7,1.2,0.5,0.4,1,0
Ed Rains,1981,49,13,3.9,1.6,3.6,0,0,0.8,1.3,0.8,0.9,1.6,0.8,0.4,0,0.5,0
Jim Smith,1981,72,11.9,2.9,1.2,2.3,0,0,0.5,1.2,1,1.5,2.5,0.6,0.3,0.7,0.7,0
Ray Blume,1981,49,11.1,4.6,2.1,4.5,0.1,0.4,0.4,0.6,0.3,0.6,0.8,1.4,0.5,0,1.1,0
Garry Witts,1981,46,10.7,2.9,1.1,1.8,0,0,0.7,0.9,0.6,0.7,1.3,0.8,0.4,0.1,0.8,0
Charlie Davis,1981,54,10.6,3.8,1.6,3.4,0,0,0.6,0.7,1,1.5,2.5,0.6,0.2,0.2,0.8,0
Mark Radford,1981,43,8.6,3.4,1.3,2.3,0,0.1,0.8,1.6,0.3,0.4,0.7,1.3,0.4,0.1,1,0
Alex Bradley,1981,39,8.5,3.5,1.4,2.6,0,0,0.7,1.2,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0
Howard Wood,1981,42,8.1,3.4,1.3,2.9,0,0,0.8,1.2,0.5,1,1.5,0.2,0.2,0.1,0.4,0
Bobby Cattage,1981,49,6.9,3.1,1.2,2.8,0,0,0.6,0.8,0.4,1,1.5,0.1,0.1,0,0.4,0
Charles Bradley,1981,51,6.6,3,1.1,2.4,0,0,0.8,1.2,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0
Kelly Tripucka,1981,82,37.5,21.6,7.8,15.6,0.1,0.3,6,7.6,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1
Buck Williams,1981,82,34.5,15.5,6.3,10.7,0,0,3,4.7,4.2,8,12.3,1.3,1,1,2.9,1
Tom Chambers,1981,81,33.1,17.2,6.8,13,0,0,3.5,5.7,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1
Jay Vincent,1981,81,32.4,21.4,8.9,17.9,0,0,3.6,5,2.2,4.7,7,2.2,1.1,0.3,2.4,1
Mark Aguirre,1981,51,28.8,18.7,7.5,16.1,0.5,1.4,3.3,4.8,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1
Herb Williams,1981,82,27.8,11.5,5,10.4,0,0.1,1.5,2.3,2.1,5.2,7.4,1.7,0.7,2.2,1.7,1
Jeff Ruland,1981,82,27,14.4,5.1,9.1,0,0,4.2,5.5,3.1,6.2,9.3,1.6,0.5,0.7,2.9,1
Frank Johnson,1981,79,25.7,10.7,4.3,10.3,0.2,1,1.9,2.6,0.4,1.4,1.9,4.8,1,0.1,2,1
Elston Turner,1981,80,25,8.3,3.5,8,0,0.1,1.2,1.7,1.8,2,3.8,2.4,0.9,0,1.4,1
Steve Johnson,1981,78,22.3,12.8,5.1,8.3,0,0,2.7,4.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1
Albert King,1981,76,22.3,12.1,5.1,10.7,0,0.2,1.8,2.3,1.4,2.7,4.1,1.9,0.8,0.5,2.4,1
Gene Banks,1981,80,21.3,9.6,3.9,8.2,0,0.1,1.8,2.7,2,3.2,5.1,1.8,0.7,0.2,1.3,1
Eddie Johnson,1981,74,20.5,9.3,4,8.7,0,0.1,1.3,2,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1
Kurt Rambis,1981,64,17.7,4.6,1.8,3.6,0,0,0.9,1.8,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1
Kurt Nimphius,1981,63,17.2,5.3,2.2,4.7,0,0,1,1.7,1.5,3.2,4.7,1,0.3,1.3,0.9,1
Darnell Valentine,1981,82,16.9,6.4,2.3,5.5,0,0.1,1.9,2.4,0.6,1.2,1.8,3.3,1.1,0,1.6,1
Orlando Woolridge,1981,75,15.8,7.3,2.7,5.3,0,0,1.9,2.7,1.1,1.9,3,1.1,0.3,0.3,1.4,1
Alton Lister,1981,80,14.8,4.5,1.9,3.6,0,0,0.8,1.5,1.4,3.5,4.8,1.1,0.2,1.5,1.6,1
Larry Nance,1981,80,14.8,6.6,2.8,5.5,0,0,0.9,1.5,1.2,2,3.2,1,0.5,0.9,1.3,1
Danny Vranes,1981,77,14,4.9,1.9,3.4,0,0,1.2,1.9,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1
Jeff Lamp,1981,54,11.4,4.6,1.9,3.6,0,0,0.9,1.1,0.4,0.7,1.2,0.5,0.3,0,0.8,1
Danny Ainge,1981,53,10.6,4.1,1.5,4.2,0.1,0.3,1.1,1.2,0.5,0.6,1.1,1.6,0.7,0.1,1,1
Mike McGee,1981,39,9,4.9,2.1,4.4,0,0.1,0.8,1.4,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1
Franklin Edwards,1981,42,6.9,3.6,1.5,3.6,0,0.2,0.5,0.6,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1
Kevin McKenna,1981,36,6.6,1.9,0.8,2.4,0,0.1,0.3,0.5,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1
Cedrick Hordges,1980,68,23.5,8.4,3.3,7.1,0,0,1.9,2.7,1.8,5,6.7,1.5,0.5,0.3,1.8,0
Calvin Garrett,1980,70,23.4,6.1,2.7,5.9,0,0,0.7,0.9,1.2,2.6,3.8,1.9,0.7,0.1,1.3,0
Reggie Johnson,1980,79,21.7,10.2,4.3,8.6,0,0,1.6,2.4,1.7,2.9,4.5,1,0.6,0.6,1.6,0
Lowes Moore,1980,71,19.8,7,3,6.7,0.1,0.4,1,1.3,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0
Wayne Robinson,1980,81,19.7,7.9,2.9,6.3,0,0.1,2.2,3,1.4,2.2,3.6,1.4,0.6,0.3,1.8,0
Sam Worthen,1980,64,14.8,3.7,1.5,3,0,0.1,0.7,0.9,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0
John Duren,1980,40,11.5,1.8,0.8,2.5,0,0,0.1,0.2,0.2,0.7,0.9,1.4,0.5,0.1,0.9,0
James Wilkes,1980,48,11.3,4.1,1.8,3.8,0,0,0.6,0.9,0.8,1.3,2,0.6,0.5,0.3,0.7,0
Dewayne Scales,1980,44,11,4.9,2.1,5.1,0,0.1,0.6,0.9,1.1,1.9,3,0.2,0.3,0.1,0.7,0
Craig Shelton,1980,55,10.7,4.3,1.8,4,0,0,0.6,1.1,1.1,1.4,2.5,0.5,0.3,0.1,1.1,0
Billy Reid,1980,59,10.1,3.2,1.4,3.1,0,0.1,0.4,0.7,0.5,0.6,1,1.2,0.6,0.1,1.3,0
Reggie Carter,1980,60,8.9,2.8,1,3,0,0.1,0.9,1.2,0.5,0.7,1.2,1.3,0.4,0,0.6,0
Mike Harper,1980,55,8.4,2.7,1,2.5,0,0.1,0.7,1.5,0.5,1.2,1.7,0.3,0.4,0.4,0.6,0
Mike Niles,1980,44,5.3,2.6,1.1,3.1,0,0.1,0.4,0.8,0.6,0.7,1.3,0.3,0.2,0,0.6,0
Joe Barry Carroll,1980,82,35.6,18.9,7.5,15.3,0,0,3.8,5.4,3.3,5.9,9.3,1.4,0.6,1.5,3,1
Darrell Griffith,1980,81,35.4,20.6,8.8,19.1,0.1,0.6,2.8,4,1,2.6,3.6,2.4,1.3,0.5,2.9,1
Larry Smith,1980,82,31.4,9.6,3.7,7.2,0,0,2.2,3.7,5.3,6.8,12.1,1.1,0.8,0.8,1.8,1
Mike O'Koren,1980,79,31.3,11,4.6,9.5,0.1,0.2,1.7,2.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,1
Kelvin Ransey,1980,80,30.4,15.2,6.6,14.5,0,0.4,2.1,2.7,0.5,1.9,2.4,6.9,1.1,0.1,2.9,1
Bill Laimbeer,1980,81,30.4,9.8,4.2,8.3,0,0,1.4,1.9,3.3,5.3,8.6,2.7,0.7,1,1.6,1
Michael Brooks,1980,82,30.2,14.7,6,12.4,0,0.1,2.8,3.9,2.6,2.8,5.4,2.5,1.2,0.4,2,1
Mike Gminski,1980,56,28.2,13.2,5.2,12.3,0,0,2.8,3.6,2.4,5,7.5,1.3,1,1.8,2.3,1
Darwin Cook,1980,81,24.4,11.2,4.7,10.1,0.1,0.3,1.6,2.2,1.2,1.7,2.9,3.7,1.7,0.4,2.2,1
Andrew Toney,1980,75,23.6,12.9,5.3,10.7,0.1,0.4,2.1,3,0.4,1.5,1.9,3.6,0.8,0.1,2.9,1
Don Collins,1980,81,22.8,11.5,4.4,10,0,0.1,2.6,3.4,1.6,1.7,3.3,2.3,1.3,0.3,2.1,1
Louis Orr,1980,82,21.8,10.5,4.2,8.6,0,0.1,2,2.5,2.1,2.3,4.4,1.6,0.7,0.3,1.5,1
Larry Drew,1980,76,20.8,6.6,2.6,6.4,0.1,0.2,1.4,1.8,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1
Johnny Moore,1980,82,19.2,7.4,3,6.3,0,0.2,1.3,2.1,0.7,1.7,2.4,4.5,1.5,0.3,1.9,1
Jeff Wilkins,1980,56,18.9,4.7,2.1,4.6,0,0,0.5,0.7,1.1,3.8,4.9,0.7,0.6,0.8,1.1,1
Kyle Macy,1980,82,17.9,8.1,3.3,6.5,0.1,0.6,1.3,1.5,0.5,1.1,1.6,2,0.9,0.1,1.2,1
Bill Hanzlik,1980,74,17,5.4,1.9,3.9,0,0.1,1.6,2,0.9,1.2,2.1,1.5,0.8,0.3,1.1,1
Edgar Jones,1980,60,15.8,8.7,3.2,6,0,0.1,2.4,3.6,1.5,2.9,4.4,0.7,0.6,1.4,1.7,1
Lorenzo Romar,1980,53,13.7,4.1,1.6,4,0,0.1,0.8,1.2,0.2,0.9,1.1,2.6,0.5,0.1,1,1
Rick Mahorn,1980,52,13.4,4.8,2.1,4.2,0,0,0.5,0.8,1.3,2.8,4.1,0.5,0.4,0.8,0.7,1
Rickey Brown,1980,45,12.9,4,1.8,3.6,0,0,0.4,0.5,1.2,2.5,3.7,0.5,0.2,0.3,0.7,1
Butch Carter,1980,54,12.4,5.6,2.1,4.6,0.1,0.2,1.3,1.8,0.6,0.6,1.2,1,0.4,0,0.9,1
Mike Woodson,1980,81,11.7,4.7,2,4.6,0,0.1,0.6,0.8,0.4,0.8,1.2,0.9,0.4,0.1,0.7,1
Earl Cureton,1980,52,10.2,4.2,1.8,3.9,0,0,0.6,1.2,1,2,3,0.5,0.4,0.4,0.6,1
Jerry Sichting,1980,47,9.6,2,0.7,2,0,0.1,0.5,0.7,0.2,0.7,0.9,1.5,0.5,0,0.6,1
